,NPA,Vacant_Land,Vacant_Land_Area,Commercial_Construction,Commercial_Construction_Permitted_Units,Commercial_Size,Commercial_Size_Total,Commercial_Building_Age,Impervious_Surface,Impervious_Surface_Area,Adopt_a_Stream,Adopt_a_Stream_Length,Pharmacy_Proximity,Pharmacy_Proximate_Units,Housing_Density,Housing_Units,Single_Family_Housing,Single_Family_Units,Housing_Size,Housing_Age,New_Residential,New_Residential_Permit_Units,Residential_Renovation,Residential_Renovation_Permit_Units,Foreclosures,Foreclosed_Units,Housing_Violations,Housing_Violations_Total,Street_Connectivity,Transit_Proximity,Transit_Proximate_Units,Violent_Crime_Rate,Property_Crime_Rate,Combined_Crime_Rate,Violent_Crime_Rate_Log2,Property_Crime_Rate_Log2,Violent_Crime_Rate_Class,Property_Crime_Rate_Class
107,111.0,37.9,285.0,3.59,27.0,50647.0,911653.0,23.0,110,14.6,,,17.0,184.0,1.4,1080,66.0,708.0,2442.0,14.0,11.97,90.0,0.66,5.0,0.7,6.0,0.28,3.0,1.19,85.0,919.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
108,112.0,31.3,512.0,0.0,0.0,3053.0,12211.0,69.0,54,3.3,0.0,0.0,0.0,0.0,0.4,584,93.0,544.0,2127.0,29.0,1.34,22.0,0.67,11.0,0.2,1.0,0.17,1.0,1.14,0.0,0.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
109,113.0,17.6,235.0,0.15,2.0,14519.0,406523.0,35.0,121,9.0,0.0,0.0,0.0,0.0,1.1,1446,100.0,1445.0,1713.0,19.0,1.49,20.0,0.6,8.0,1.0,14.0,0.41,6.0,1.09,5.0,79.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
110,114.0,21.9,144.0,1.52,,31313.0,1158595.0,30.0,102,15.5,0.0,0.0,0.0,0.0,0.7,441,52.0,227.0,910.0,57.0,0.0,0.0,0.46,3.0,0.6,1.0,3.63,16.0,1.13,100.0,441.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
111,115.0,9.0,64.0,0.28,2.0,10123.0,293565.0,,166,23.1,15.34,0.85,12.0,212.0,2.6,1839,77.0,1411.0,3000.0,12.0,0.0,0.0,3.2,23.0,0.2,3.0,0.05,1.0,1.31,0.0,0.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
112,116.0,25.3,927.0,0.85,31.0,30175.0,8961945.0,33.0,605,16.5,17.47,3.04,72.0,906.0,0.3,1263,49.0,624.0,1884.0,24.0,1.09,40.0,1.42,52.0,0.5,4.0,,,1.29,97.0,1227.0,6.97256638936,6.97256638936,6.97256638936,2.6405617564,2.6405617564,2.0,2.0
113,117.0,6.3,63.0,0.5,5.0,23605.0,283258.0,25.0,86,8.7,0.0,0.0,22.0,318.0,1.5,1479,78.0,1158.0,1999.0,12.0,3.43,34.0,0.4,4.0,1.3,15.0,0.41,6.0,1.08,33.0,495.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
114,118.0,4.0,13.0,0.31,1.0,9227.0,18454.0,17.0,45,14.1,100.0,0.33,0.0,0.0,1.4,432,100.0,432.0,2730.0,30.0,0.0,0.0,5.0,16.0,0.2,1.0,0.23,1.0,1.04,71.0,307.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
115,119.0,12.0,122.0,0.49,5.0,9704.0,155257.0,37.0,98,9.6,0.0,0.0,25.0,117.0,0.5,467,100.0,467.0,1590.0,43.0,0.0,0.0,0.49,5.0,0.4,2.0,1.93,9.0,1.26,80.0,373.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
116,120.0,11.7,45.0,0.52,2.0,10346.0,175890.0,39.0,50,13.1,1.08,0.01,0.0,0.0,1.5,579,49.0,281.0,1137.0,44.0,0.78,3.0,2.09,8.0,0.4,1.0,3.97,23.0,1.21,100.0,579.0,1.74314159734,6.97256638936,4.35785399335,1.3202808782,2.6405617564,1.0,2.0
117,121.0,8.4,39.0,0.86,4.0,20999.0,482974.0,30.0,74,16.0,,,0.0,1.0,1.8,824,72.0,594.0,1226.0,51.0,0.0,0.0,1.51,7.0,1.0,8.0,0.49,4.0,1.18,100.0,824.0,0.0,1.74314159734,0.87157079867,0.0,1.3202808782,0.0,1.0
118,122.0,1.6,62.0,1.07,41.0,201178.0,5230639.0,26.0,1259,33.0,27.59,1.04,,,0.0,0,,,,,0.0,0.0,0.0,0.0,,,,,1.14,0.0,,,,,,,,
119,123.0,13.8,167.0,0.41,5.0,22504.0,675108.0,26.0,119,9.8,57.97,2.0,1.0,14.0,0.9,1088,74.0,808.0,1472.0,41.0,0.0,0.0,1.24,15.0,0.8,6.0,1.47,16.0,1.16,99.0,1075.0,0.0,6.97256638936,3.48628319468,0.0,2.6405617564,0.0,2.0
